run,R,S,T,P,noise,prob_end,repetitions,turns,n_strategies,selected_strategies
324,3.52,0.83,5.4,1.52,0.08,0.07,99,89,15,"Suspicious Tit For Tat|Win-Stay Lose-Shift|Bully|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|GTFT: 0.33|Tit For 2 Tats|Grudger|Soft Joss: 0.9|DoubleCrosser: (D, D)|Evolved FSM 16|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Cooperator"
325,3.21,1.63,4.19,2.15,0.02,0.0,79,152,11,"Tit For Tat|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Anti Tit For Tat|Grudger|Cycler DC|GTFT: 0.33|Win-Shift Lose-Stay: D|Defector"
326,3.7,1.59,4.25,3.54,0.06,0.0,53,61,21,"Evolved HMM 5|Meta Mixer: 19 players|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Grudger|Win-Stay Lose-Shift|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|Tit For 2 Tats|Evolved FSM 16|Random: 0.5|Soft Joss: 0.9|Bully|Suspicious Tit For Tat|Cooperator|Alternator|DoubleCrosser: (D, D)|Cycler DC|Anti Tit For Tat|Meta Winner: 19 players|Defector"
327,3.57,0.26,4.2,3.13,0.01,0.09,70,55,17,"Bully|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For 2 Tats|ZD-GTFT-2: 0.25, 0.5|Evolved FSM 16|Evolved HMM 5|DoubleCrosser: (D, D)|Cycler DC|Win-Stay Lose-Shift|Tit For Tat|GTFT: 0.33|Suspicious Tit For Tat|Meta Mixer: 16 players|Win-Shift Lose-Stay: D|Defector|Cooperator"
328,3.59,0.38,4.26,3.24,0.02,0.05,30,144,14,"Cooperator|Evolved FSM 16|DoubleCrosser: (D, D)|Meta Winner: 13 players|Evolved HMM 5|Grudger|Win-Stay Lose-Shift|Alternator|Win-Shift Lose-Stay: D|Bully|Anti Tit For Tat|Defector|Cycler DC|GTFT: 0.33"
329,3.27,0.4,4.61,2.8,0.06,0.0,49,73,9,"Defector|Random: 0.5|Alternator|Cooperator|ZD-GTFT-2: 0.25, 0.5|Grudger|Bully|DoubleCrosser: (D, D)|Evolved FSM 16"
330,3.63,2.24,4.84,2.49,0.08,0.05,87,34,7,"ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 6 players|Soft Joss: 0.9|Evolved FSM 16|Evolved HMM 5|Cycler DC|GTFT: 0.33"
331,3.36,0.96,4.18,2.47,0.09,0.03,15,172,17,"Win-Shift Lose-Stay: D|Meta Mixer: 15 players|Bully|Defector|Alternator|Win-Stay Lose-Shift|Cooperator|GTFT: 0.33|Meta Winner: 15 players|Anti Tit For Tat|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Grudger|Suspicious Tit For Tat|Tit For Tat"
332,3.55,2.1,4.64,2.25,0.03,0.02,13,136,13,"Tit For 2 Tats|Win-Shift Lose-Stay: D|Bully|Cooperator|Evolved HMM 5|Defector|Win-Stay Lose-Shift|Evolved FSM 16|Soft Joss: 0.9|Cycler DC|Anti Tit For Tat|DoubleCrosser: (D, D)|Meta Winner: 12 players"
333,3.68,0.18,4.36,1.8,0.01,0.09,43,97,6,Anti Tit For Tat|Suspicious Tit For Tat|Tit For Tat|Evolved HMM 5|Evolved FSM 16|Random: 0.5
334,3.52,0.91,5.02,3.39,0.03,0.06,18,124,3,"DoubleCrosser: (D, D)|Meta Mixer: 2 players|Tit For Tat"
335,3.68,0.35,4.2,2.75,0.06,0.04,91,129,9,"Cycler DC|Grudger|ZD-GTFT-2: 0.25, 0.5|Defector|Tit For Tat|DoubleCrosser: (D, D)|Soft Joss: 0.9|Alternator|Random: 0.5"
336,5.49,2.48,5.63,3.79,0.02,0.01,71,70,22,"Win-Shift Lose-Stay: D|Tit For 2 Tats|Grudger|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Anti Tit For Tat|Bully|Evolved FSM 16|Meta Winner: 20 players|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Cycler DC|GTFT: 0.33|Evolved HMM 5|Defector|Alternator|Meta Mixer: 20 players|Soft Joss: 0.9|DoubleCrosser: (D, D)|Tit For Tat|Cooperator"
337,5.56,3.82,5.77,3.9,0.07,0.03,94,83,13,"Suspicious Tit For Tat|Soft Joss: 0.9|Evolved FSM 16|GTFT: 0.33|Alternator|Cycler DC|ZD-GTFT-2: 0.25, 0.5|Win-Stay Lose-Shift|Tit For Tat|Random: 0.5|Tit For 2 Tats|Evolved HMM 5|Bully"
338,4.53,2.65,4.83,3.48,0.05,0.08,93,167,5,"ZD-GTFT-2: 0.25, 0.5|Alternator|Meta Winner: 4 players|Soft Joss: 0.9|Cooperator"
339,4.2,1.31,4.71,3.65,0.02,0.08,99,3,6,Soft Joss: 0.9|Grudger|Suspicious Tit For Tat|Meta Winner: 5 players|Alternator|Tit For Tat
340,4.65,2.47,5.49,3.48,0.02,0.08,90,78,10,Tit For Tat|Random: 0.5|Grudger|Anti Tit For Tat|Win-Shift Lose-Stay: D|Meta Mixer: 9 players|Suspicious Tit For Tat|Alternator|Cooperator|GTFT: 0.33
341,4.43,1.46,4.79,2.95,0.06,0.07,82,173,22,"Evolved HMM 5|Defector|Bully|Meta Winner: 20 players|Cycler DC|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Win-Stay Lose-Shift|Cooperator|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Tit For 2 Tats|Alternator|GTFT: 0.33|Meta Mixer: 20 players|Tit For Tat|DoubleCrosser: (D, D)|Grudger|Anti Tit For Tat|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5"
342,4.86,1.4,4.87,2.06,0.05,0.04,15,185,10,"Anti Tit For Tat|Win-Shift Lose-Stay: D|DoubleCrosser: (D, D)|ZD-GTFT-2: 0.25, 0.5|Soft Joss: 0.9|GTFT: 0.33|Alternator|Suspicious Tit For Tat|Cooperator|Defector"
343,3.24,0.78,4.16,1.06,0.1,0.04,19,64,9,Defector|GTFT: 0.33|Win-Stay Lose-Shift|Bully|Cooperator|Alternator|Random: 0.5|Suspicious Tit For Tat|Tit For 2 Tats
344,3.63,2.91,4.05,3.46,0.02,0.05,53,14,13,"ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Bully|Soft Joss: 0.9|Cooperator|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Anti Tit For Tat|Alternator|DoubleCrosser: (D, D)|Suspicious Tit For Tat|Defector|Meta Winner: 12 players"
345,3.78,1.31,4.1,2.12,0.04,0.09,94,160,3,"Soft Joss: 0.9|Tit For 2 Tats|DoubleCrosser: (D, D)"
346,4.33,2.0,5.76,2.13,0.08,0.05,52,151,9,"Cooperator|Meta Winner: 8 players|Alternator|Bully|Suspicious Tit For Tat|Cycler DC|Win-Shift Lose-Stay: D|Defector|ZD-GTFT-2: 0.25, 0.5"
347,3.08,0.65,4.29,2.25,0.1,0.05,94,174,7,"Anti Tit For Tat|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 6 players|DoubleCrosser: (D, D)|Grudger"
348,3.79,2.89,4.68,2.94,0.06,0.03,84,145,13,"Evolved FSM 16|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|GTFT: 0.33|Defector|Cooperator|Soft Joss: 0.9|Random: 0.5|Tit For 2 Tats|Alternator|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Winner: 12 players"
349,4.27,2.95,4.96,3.66,0.04,0.04,10,93,3,Bully|Grudger|Alternator
350,3.38,0.66,5.83,3.32,0.03,0.02,43,185,8,"GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Defector|Suspicious Tit For Tat|Alternator|Evolved HMM 5|DoubleCrosser: (D, D)"
351,3.08,0.3,4.91,1.77,0.05,0.08,89,112,5,"Cooperator|Cycler DC|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats"
352,4.93,2.83,5.84,3.31,0.03,0.01,41,14,11,"Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|Random: 0.5|Suspicious Tit For Tat|Bully|Evolved FSM 16|Tit For 2 Tats|GTFT: 0.33|Win-Stay Lose-Shift|Anti Tit For Tat"
353,3.43,1.02,4.75,1.43,0.05,0.05,73,122,11,"Evolved HMM 5|Tit For 2 Tats|Meta Winner: 10 players|Anti Tit For Tat|Suspicious Tit For Tat|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|DoubleCrosser: (D, D)|Cooperator|Random: 0.5"
354,3.04,0.28,4.44,1.77,0.08,0.03,20,35,5,"Win-Stay Lose-Shift|Soft Joss: 0.9|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Tit For Tat"
355,3.47,1.08,5.17,2.53,0.05,0.04,73,82,11,"Tit For 2 Tats|Alternator|Defector|Soft Joss: 0.9|Tit For Tat|Win-Shift Lose-Stay: D|Bully|Evolved FSM 16|Anti Tit For Tat|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5"
356,5.01,3.62,6.0,3.97,0.0,0.03,54,104,15,"Evolved HMM 5|Meta Mixer: 13 players|Alternator|Random: 0.5|ZD-Extort-2: 0.1111111111111111, 0.5|Cycler DC|Tit For 2 Tats|Cooperator|Soft Joss: 0.9|Grudger|Meta Winner: 13 players|DoubleCrosser: (D, D)|Tit For Tat|GTFT: 0.33|Win-Stay Lose-Shift"
357,3.59,0.95,5.45,3.05,0.02,0.08,99,107,9,"Soft Joss: 0.9|Meta Winner: 8 players|ZD-GTFT-2: 0.25, 0.5|Alternator|Grudger|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Random: 0.5|Evolved FSM 16"
358,3.64,1.09,4.02,3.2,0.04,0.07,61,196,20,"Win-Stay Lose-Shift|GTFT: 0.33|Evolved HMM 5|Alternator|Anti Tit For Tat|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Defector|Meta Winner: 18 players|Meta Mixer: 18 players|DoubleCrosser: (D, D)|Grudger|Tit For 2 Tats|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Cooperator|Evolved FSM 16|Soft Joss: 0.9|Random: 0.5"
359,4.41,2.31,4.65,2.33,0.01,0.04,18,100,9,"Cycler DC|Suspicious Tit For Tat|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Random: 0.5|Defector|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Cooperator"
360,4.78,1.99,5.05,4.32,0.06,0.07,46,166,17,"Grudger|Win-Stay Lose-Shift|Tit For 2 Tats|Defector|DoubleCrosser: (D, D)|Tit For Tat|Evolved HMM 5|Soft Joss: 0.9|Meta Mixer: 15 players|Meta Winner: 15 players|Suspicious Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved FSM 16|Bully|Anti Tit For Tat|Cooperator|Random: 0.5"
361,3.15,0.5,5.53,1.97,0.05,0.05,19,164,17,"Tit For 2 Tats|GTFT: 0.33|Meta Winner: 16 players|Suspicious Tit For Tat|Evolved FSM 16|Anti Tit For Tat|Alternator|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|Bully|Defector|Tit For Tat|Win-Stay Lose-Shift|Win-Shift Lose-Stay: D|Random: 0.5|Evolved HMM 5"
362,2.75,0.37,5.1,2.66,0.08,0.08,31,5,22,"Cooperator|Defector|Win-Stay Lose-Shift|Meta Winner: 20 players|ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|Meta Mixer: 20 players|Anti Tit For Tat|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|DoubleCrosser: (D, D)|Cycler DC|Bully|Tit For Tat|Win-Shift Lose-Stay: D|Soft Joss: 0.9|Random: 0.5|Grudger|Suspicious Tit For Tat|Evolved HMM 5|Evolved FSM 16"
363,4.84,2.64,5.39,4.12,0.07,0.09,59,177,12,"Soft Joss: 0.9|Anti Tit For Tat|Evolved FSM 16|Alternator|Meta Mixer: 10 players|Tit For 2 Tats|Suspicious Tit For Tat|Meta Winner: 10 players|Cooperator|Defector|DoubleCrosser: (D, D)|Grudger"
364,2.92,0.98,4.18,2.9,0.02,0.07,38,25,8,"Defector|Anti Tit For Tat|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|GTFT: 0.33|Evolved HMM 5|Win-Shift Lose-Stay: D"
365,4.03,1.51,5.25,3.83,0.04,0.02,23,92,13,Defector|Alternator|Tit For 2 Tats|GTFT: 0.33|Meta Mixer: 12 players|Evolved FSM 16|Suspicious Tit For Tat|Tit For Tat|Cooperator|Anti Tit For Tat|Evolved HMM 5|Cycler DC|Win-Stay Lose-Shift
366,5.38,1.68,5.98,1.75,0.06,0.1,99,100,7,GTFT: 0.33|Defector|Meta Winner: 6 players|Random: 0.5|Bully|Evolved FSM 16|Alternator
367,3.88,1.35,5.22,2.1,0.02,0.06,11,60,3,Evolved FSM 16|Cooperator|Win-Stay Lose-Shift
368,3.06,0.12,4.47,1.5,0.01,0.05,35,39,15,"Suspicious Tit For Tat|Meta Mixer: 13 players|Anti Tit For Tat|Tit For Tat|Soft Joss: 0.9|GTFT: 0.33|Cycler DC|Random: 0.5|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Alternator|Win-Shift Lose-Stay: D|Meta Winner: 13 players|ZD-GTFT-2: 0.25, 0.5|Grudger"
369,3.8,0.4,4.46,1.96,0.01,0.09,41,176,10,"Evolved FSM 16|Tit For 2 Tats|ZD-Extort-2: 0.1111111111111111, 0.5|GTFT: 0.33|Defector|Soft Joss: 0.9|Alternator|Anti Tit For Tat|DoubleCrosser: (D, D)|Tit For Tat"
370,2.41,0.27,4.14,1.89,0.02,0.01,85,141,9,"Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|DoubleCrosser: (D, D)|Soft Joss: 0.9|Win-Stay Lose-Shift|Defector|Grudger|Cooperator"
371,3.84,1.38,4.9,1.77,0.01,0.1,60,97,8,"Random: 0.5|Soft Joss: 0.9|DoubleCrosser: (D, D)|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved FSM 16|Cycler DC|Meta Winner: 7 players|Alternator"
372,3.5,1.1,5.52,1.21,0.03,0.05,80,187,8,Win-Shift Lose-Stay: D|Tit For 2 Tats|Soft Joss: 0.9|Win-Stay Lose-Shift|Evolved FSM 16|Evolved HMM 5|Meta Mixer: 6 players|Meta Winner: 6 players
373,2.44,0.51,4.31,1.02,0.07,0.05,63,102,14,"Tit For 2 Tats|Random: 0.5|Win-Stay Lose-Shift|Evolved HMM 5|Bully|DoubleCrosser: (D, D)|Anti Tit For Tat|Soft Joss: 0.9|Meta Mixer: 12 players|Suspicious Tit For Tat|Evolved FSM 16|ZD-GTFT-2: 0.25, 0.5|Cooperator|Meta Winner: 12 players"
374,3.17,0.74,4.77,1.54,0.09,0.04,100,174,3,Meta Winner: 1 player|Meta Mixer: 1 player|Cycler DC
375,3.15,0.63,4.52,2.46,0.06,0.1,30,4,6,"Bully|Meta Mixer: 4 players|Tit For 2 Tats|Evolved FSM 16|Meta Winner: 4 players|ZD-Extort-2: 0.1111111111111111, 0.5"
376,4.33,3.24,5.17,3.51,0.09,0.01,83,199,14,"Cycler DC|Win-Shift Lose-Stay: D|Suspicious Tit For Tat|Tit For 2 Tats|Win-Stay Lose-Shift|Alternator|Defector|DoubleCrosser: (D, D)|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Grudger|Evolved FSM 16|Meta Mixer: 13 players"
377,2.82,0.31,4.83,1.78,0.02,0.01,72,47,19,"Cooperator|Soft Joss: 0.9|Evolved HMM 5|Suspicious Tit For Tat|Defector|Evolved FSM 16|Anti Tit For Tat|Grudger|Bully|Tit For 2 Tats|Meta Winner: 18 players|Cycler DC|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|Random: 0.5|Win-Stay Lose-Shift|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|Alternator"
378,2.98,0.53,4.59,1.55,0.06,0.05,96,195,6,Alternator|Anti Tit For Tat|Win-Shift Lose-Stay: D|Meta Winner: 4 players|Meta Mixer: 4 players|Cooperator
379,3.92,1.09,4.42,2.1,0.1,0.03,72,122,13,"Evolved FSM 16|DoubleCrosser: (D, D)|GTFT: 0.33|Grudger|Meta Winner: 12 players|ZD-GTFT-2: 0.25, 0.5|Tit For Tat|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Tit For 2 Tats|Win-Stay Lose-Shift|Alternator"
380,5.09,1.47,5.28,2.32,0.09,0.1,51,174,17,"Tit For Tat|Evolved FSM 16|Random: 0.5|Tit For 2 Tats|Bully|Grudger|DoubleCrosser: (D, D)|Soft Joss: 0.9|Meta Winner: 16 players|GTFT: 0.33|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Suspicious Tit For Tat|Cycler DC|Cooperator|Defector|Evolved HMM 5"
381,5.28,3.12,5.74,4.36,0.0,0.05,21,78,20,"Soft Joss: 0.9|Defector|Meta Winner: 18 players|Cooperator|Random: 0.5|Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|Bully|Tit For 2 Tats|GTFT: 0.33|Anti Tit For Tat|Grudger|Suspicious Tit For Tat|Alternator|Win-Stay Lose-Shift|DoubleCrosser: (D, D)|Evolved FSM 16|Meta Mixer: 18 players|ZD-GTFT-2: 0.25, 0.5"
382,4.29,2.77,5.44,4.13,0.07,0.09,91,186,18,"Bully|GTFT: 0.33|Tit For Tat|Evolved HMM 5|Meta Winner: 16 players|Meta Mixer: 16 players|Tit For 2 Tats|Soft Joss: 0.9|Grudger|DoubleCrosser: (D, D)|Random: 0.5|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Cooperator|Anti Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Alternator"
383,4.24,0.36,4.38,2.86,0.03,0.04,10,80,4,"Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Suspicious Tit For Tat|Tit For 2 Tats"
384,3.5,0.31,4.79,2.15,0.09,0.08,73,175,17,"Cycler DC|Evolved FSM 16|Win-Stay Lose-Shift|Meta Winner: 15 players|Anti Tit For Tat|GTFT: 0.33|Meta Mixer: 15 players|Win-Shift Lose-Stay: D|Grudger|ZD-GTFT-2: 0.25, 0.5|Evolved HMM 5|Random: 0.5|Tit For Tat|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Bully|Defector"
385,5.2,3.65,5.47,4.26,0.07,0.03,94,41,3,"ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|GTFT: 0.33"
386,3.34,0.71,4.84,1.82,0.01,0.07,46,179,9,"ZD-GTFT-2: 0.25, 0.5|Tit For 2 Tats|Cooperator|Cycler DC|GTFT: 0.33|Anti Tit For Tat|Win-Stay Lose-Shift|Tit For Tat|Meta Winner: 8 players"
387,3.47,1.64,4.02,2.42,0.1,0.01,64,174,8,Anti Tit For Tat|Cooperator|Grudger|Random: 0.5|Defector|Meta Winner: 6 players|Meta Mixer: 6 players|Win-Shift Lose-Stay: D
388,3.96,2.43,5.3,3.87,0.04,0.0,40,102,18,"Win-Stay Lose-Shift|Evolved FSM 16|Defector|Tit For 2 Tats|Bully|Soft Joss: 0.9|Evolved HMM 5|Cycler DC|GTFT: 0.33|DoubleCrosser: (D, D)|Tit For Tat|Meta Mixer: 16 players|Alternator|Anti Tit For Tat|Win-Shift Lose-Stay: D|Meta Winner: 16 players|Suspicious Tit For Tat|Cooperator"
389,4.0,1.56,5.72,2.22,0.04,0.08,77,126,5,"ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 4 players|Cooperator"
390,2.56,0.18,4.18,2.17,0.01,0.03,79,44,16,"Meta Winner: 15 players|Alternator|Tit For Tat|Win-Stay Lose-Shift|Anti Tit For Tat|ZD-Extort-2: 0.1111111111111111, 0.5|Evolved HMM 5|GTFT: 0.33|Win-Shift Lose-Stay: D|Evolved FSM 16|Bully|Random: 0.5|Tit For 2 Tats|Defector|DoubleCrosser: (D, D)|Cycler DC"
391,3.41,0.3,4.26,1.18,0.04,0.09,61,117,5,"Win-Shift Lose-Stay: D|Meta Winner: 4 players|DoubleCrosser: (D, D)|Cycler DC|ZD-GTFT-2: 0.25, 0.5"
392,3.52,1.06,4.41,1.68,0.06,0.07,82,169,19,"Evolved FSM 16|Defector|DoubleCrosser: (D, D)|Cycler DC|GTFT: 0.33|Meta Winner: 17 players|Tit For 2 Tats|Alternator|Win-Stay Lose-Shift|Cooperator|Anti Tit For Tat|Evolved HMM 5|Grudger|Win-Shift Lose-Stay: D|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 17 players|ZD-GTFT-2: 0.25, 0.5|Random: 0.5|Soft Joss: 0.9"
393,3.83,0.17,4.29,1.77,0.1,0.02,23,32,8,"ZD-Extort-2: 0.1111111111111111, 0.5|Win-Stay Lose-Shift|Evolved HMM 5|Random: 0.5|Cooperator|Meta Winner: 7 players|Grudger|Evolved FSM 16"
394,2.89,0.15,5.14,1.51,0.0,0.03,59,47,14,"Meta Winner: 12 players|ZD-GTFT-2: 0.25, 0.5|Meta Mixer: 12 players|Tit For 2 Tats|Random: 0.5|Cycler DC|Win-Shift Lose-Stay: D|Alternator|GTFT: 0.33|Evolved FSM 16|Grudger|Bully|DoubleCrosser: (D, D)|Win-Stay Lose-Shift"
395,4.03,0.84,4.76,1.16,0.1,0.07,41,174,22,"DoubleCrosser: (D, D)|Soft Joss: 0.9|Defector|Meta Mixer: 20 players|Grudger|Evolved HMM 5|Win-Stay Lose-Shift|Cycler DC|Suspicious Tit For Tat|Win-Shift Lose-Stay: D|ZD-GTFT-2: 0.25, 0.5|Cooperator|ZD-Extort-2: 0.1111111111111111, 0.5|Anti Tit For Tat|Random: 0.5|GTFT: 0.33|Bully|Alternator|Tit For Tat|Meta Winner: 20 players|Evolved FSM 16|Tit For 2 Tats"
396,4.61,1.9,4.99,4.47,0.05,0.07,71,128,19,"Meta Winner: 17 players|ZD-GTFT-2: 0.25, 0.5|Cooperator|Tit For 2 Tats|Alternator|Suspicious Tit For Tat|Meta Mixer: 17 players|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Win-Shift Lose-Stay: D|Defector|Evolved FSM 16|Evolved HMM 5|Random: 0.5|Cycler DC|Win-Stay Lose-Shift|Anti Tit For Tat|DoubleCrosser: (D, D)"
397,2.86,0.44,4.35,1.25,0.01,0.05,31,96,6,"GTFT: 0.33|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Cooperator|Win-Stay Lose-Shift|Evolved FSM 16"
398,4.58,4.15,4.79,4.33,0.05,0.09,69,159,18,"Anti Tit For Tat|Grudger|Alternator|Soft Joss: 0.9|GTFT: 0.33|Win-Stay Lose-Shift|Meta Mixer: 16 players|Meta Winner: 16 players|Evolved FSM 16|Defector|Random: 0.5|Bully|Suspicious Tit For Tat|Tit For 2 Tats|DoubleCrosser: (D, D)|Tit For Tat|Cooperator|Win-Shift Lose-Stay: D"
399,3.27,1.25,4.4,3.04,0.09,0.0,94,65,10,"Random: 0.5|Tit For 2 Tats|Grudger|Win-Stay Lose-Shift|Evolved FSM 16|DoubleCrosser: (D, D)|Defector|Win-Shift Lose-Stay: D|Meta Mixer: 9 players|Cycler DC"
400,2.97,0.43,4.22,2.65,0.04,0.04,55,182,9,"Cooperator|Suspicious Tit For Tat|Win-Stay Lose-Shift|Anti Tit For Tat|Cycler DC|Tit For 2 Tats|DoubleCrosser: (D, D)|Grudger|Defector"
401,4.57,1.65,5.6,2.16,0.09,0.05,59,34,6,"Cooperator|Alternator|Cycler DC|Evolved FSM 16|Grudger|ZD-Extort-2: 0.1111111111111111, 0.5"
402,3.39,0.93,4.03,1.12,0.04,0.06,11,112,18,"Win-Stay Lose-Shift|Meta Winner: 16 players|Random: 0.5|Bully|DoubleCrosser: (D, D)|Tit For Tat|Cycler DC|Grudger|Win-Shift Lose-Stay: D|Evolved HMM 5|Cooperator|Evolved FSM 16|Anti Tit For Tat|GTFT: 0.33|Soft Joss: 0.9|Defector|ZD-Extort-2: 0.1111111111111111, 0.5|Meta Mixer: 16 players"
403,4.31,0.98,4.95,1.34,0.06,0.02,85,162,7,Tit For Tat|Cooperator|Cycler DC|Tit For 2 Tats|Anti Tit For Tat|Win-Shift Lose-Stay: D|Suspicious Tit For Tat
404,2.86,0.99,4.1,1.57,0.02,0.03,71,16,19,"DoubleCrosser: (D, D)|Meta Mixer: 17 players|Anti Tit For Tat|Win-Stay Lose-Shift|Cooperator|Win-Shift Lose-Stay: D|Grudger|Cycler DC|Defector|Random: 0.5|Suspicious Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Meta Winner: 17 players|Alternator|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For 2 Tats|Evolved HMM 5|Tit For Tat"
405,3.14,0.3,4.42,2.94,0.02,0.09,56,86,12,"Cooperator|Meta Winner: 11 players|Alternator|ZD-GTFT-2: 0.25, 0.5|Cycler DC|GTFT: 0.33|Grudger|Random: 0.5|Tit For 2 Tats|Defector|Soft Joss: 0.9|Win-Stay Lose-Shift"
406,3.14,0.5,5.06,2.39,0.04,0.09,26,162,22,"Cooperator|Anti Tit For Tat|Evolved HMM 5|Suspicious Tit For Tat|Evolved FSM 16|Soft Joss: 0.9|Meta Winner: 20 players|Meta Mixer: 20 players|Win-Shift Lose-Stay: D|Win-Stay Lose-Shift|Defector|Cycler DC|Tit For Tat|Random: 0.5|Bully|Alternator|ZD-Extort-2: 0.1111111111111111, 0.5|Grudger|DoubleCrosser: (D, D)|Tit For 2 Tats|GTFT: 0.33|ZD-GTFT-2: 0.25, 0.5"
407,2.9,1.4,4.14,2.77,0.0,0.06,99,34,12,"Anti Tit For Tat|Evolved HMM 5|Meta Winner: 10 players|Suspicious Tit For Tat|Tit For 2 Tats|Random: 0.5|Bully|ZD-Extort-2: 0.1111111111111111, 0.5|Tit For Tat|ZD-GTFT-2: 0.25, 0.5|Win-Shift Lose-Stay: D|Meta Mixer: 10 players"
408,3.22,0.49,5.12,2.35,0.0,0.06,85,179,3,"ZD-Extort-2: 0.1111111111111111, 0.5|Soft Joss: 0.9|Win-Shift Lose-Stay: D"
409,4.03,1.03,4.3,3.81,0.08,0.06,41,54,20,"Cooperator|Alternator|Grudger|Evolved FSM 16|GTFT: 0.33|Bully|Win-Shift Lose-Stay: D|Evolved HMM 5|ZD-Extort-2: 0.1111111111111111, 0.5|Suspicious Tit For Tat|Win-Stay Lose-Shift|Cycler DC|Defector|Meta Mixer: 19 players|Random: 0.5|Tit For 2 Tats|DoubleCrosser: (D, D)|Anti Tit For Tat|Soft Joss: 0.9|Tit For Tat"
